id,carat,cut,color,clarity,depth,table,x,y,z,price
25388,0.3,Ideal,H,VS2,61.5,57.0,4.32,4.34,2.66,473
28745,0.4,Very Good,D,SI2,62.6,59.0,4.67,4.71,2.93,666
27039,2.01,Premium,G,SI2,62.0,55.0,8.09,8.06,5.02,17433
2489,0.3,Ideal,E,VVS2,62.5,56.0,4.28,4.3,2.68,1013
21898,0.9,Premium,F,SI2,61.7,58.0,6.18,6.21,3.82,4011
9608,1.0,Very Good,G,VS1,59.5,60.0,6.48,6.54,3.88,5242
5709,1.43,Very Good,I,SI2,63.5,58.0,7.05,7.08,4.5,6096
8790,1.06,Premium,E,SI2,61.8,58.0,6.54,6.57,4.06,4782
17996,1.5,Very Good,F,SI2,60.5,60.0,7.36,7.44,4.49,7955
7062,1.0,Premium,E,SI2,62.7,57.0,6.38,6.3,3.98,3713
8817,0.33,Premium,I,VS1,62.6,58.0,4.41,4.39,2.76,610
18813,0.73,Very Good,E,VS1,62.2,59.0,5.73,5.77,3.58,3041
18782,1.5,Ideal,G,VS1,62.8,54.0,7.31,7.27,4.58,12388
15614,0.72,Ideal,D,VS1,62.1,56.0,5.74,5.76,3.57,3365
14949,0.7,Ideal,E,SI1,62.4,57.0,5.72,5.67,3.56,2673
15619,0.32,Very Good,G,IF,62.6,53.0,4.37,4.39,2.74,883
2933,1.01,Premium,G,VS2,60.0,60.0,6.53,6.47,3.91,5937
1649,0.3,Very Good,G,IF,62.4,57.0,4.23,4.26,2.65,895
740,0.78,Ideal,E,SI2,61.7,56.0,5.96,5.91,3.65,2650
17868,0.72,Ideal,I,SI1,61.9,55.0,5.74,5.77,3.57,2273
9636,0.4,Ideal,I,VVS2,61.7,56.0,4.77,4.73,2.93,1080
14396,0.31,Ideal,G,VS1,61.5,56.0,4.36,4.39,2.69,625
8991,1.05,Ideal,D,SI1,60.5,61.0,6.6,6.55,3.98,6132
17523,0.56,Ideal,F,VS2,60.5,55.0,5.37,5.41,3.27,2119
12507,0.32,Premium,G,VS2,61.9,58.0,4.35,4.39,2.7,561
12273,0.41,Ideal,E,VS1,60.8,57.0,4.77,4.8,2.91,1079
17725,0.51,Ideal,G,VVS2,61.8,55.0,5.13,5.16,3.17,1810
25989,0.47,Premium,J,VS1,60.9,59.0,5.03,4.95,3.06,994
20654,0.32,Very Good,H,SI2,60.4,61.0,4.39,4.42,2.66,371
15331,0.91,Good,D,SI1,63.6,58.0,6.06,6.09,3.84,4234
8953,1.2,Premium,I,VS2,61.1,59.0,6.81,6.75,4.15,5816
7663,0.9,Ideal,G,SI2,62.3,55.0,6.13,6.17,3.83,3805
22365,1.07,Ideal,H,SI2,62.1,56.0,6.52,6.55,4.06,4619
21431,0.3,Very Good,E,VS2,62.1,60.0,4.24,4.3,2.65,658
17379,0.91,Premium,E,SI1,62.5,58.0,6.19,6.16,3.86,4132
20548,1.09,Very Good,F,SI2,63.1,56.0,6.47,6.57,4.12,4602
159,0.31,Very Good,D,SI2,63.3,58.0,4.34,4.35,2.75,462
20193,1.16,Ideal,H,VS1,62.7,56.0,6.69,6.72,4.2,7326
9984,1.01,Premium,F,SI2,62.8,59.0,6.38,6.34,3.99,4956
11316,0.3,Ideal,G,VS2,62.6,56.0,4.29,4.32,2.69,564
7930,1.13,Ideal,E,VVS2,61.0,56.0,6.76,6.73,4.12,10389
1762,0.33,Ideal,F,VVS2,61.9,56.0,4.44,4.42,2.74,1040
9311,0.4,Ideal,E,SI1,62.0,56.0,4.75,4.78,2.96,700
26895,0.32,Very Good,D,SI1,62.9,56.0,4.36,4.39,2.75,589
24839,1.51,Premium,H,VS2,61.5,58.0,7.39,7.33,4.52,10685
24643,1.27,Premium,G,VS1,61.0,58.0,6.99,6.95,4.25,8449
25281,0.7,Good,G,VS2,63.8,58.0,5.61,5.63,3.58,2282
7447,0.53,Ideal,E,VS2,62.5,55.0,5.16,5.17,3.23,1708
7861,0.56,Premium,E,SI1,60.6,60.0,5.29,5.32,3.21,1699
4388,0.35,Ideal,E,VS1,62.0,57.0,4.53,4.55,2.81,762
9584,1.2,Very Good,H,VS2,62.7,58.0,6.64,6.71,4.18,6619
5181,1.0,Very Good,H,SI1,63.3,56.0,6.3,6.39,4.02,4558
23927,0.41,Ideal,H,VVS2,62.1,56.0,4.75,4.78,2.96,1117
16572,2.05,Ideal,I,SI2,62.6,57.0,8.12,8.08,5.07,16337
17197,0.32,Ideal,E,VVS2,60.9,56.0,4.37,4.4,2.67,842
20974,0.5,Fair,E,SI2,64.4,58.0,5.04,4.95,3.23,1053
2617,0.42,Ideal,G,VVS2,61.8,54.0,4.81,4.86,2.99,918
27312,1.52,Premium,I,VS2,61.8,60.0,7.35,7.31,4.54,9037
28059,1.0,Ideal,G,SI1,62.5,57.0,6.34,6.38,3.98,4299
17733,1.5,Very Good,I,VS2,63.5,59.0,7.27,7.22,4.59,9677
28224,0.56,Ideal,H,VVS1,61.5,57.0,5.28,5.27,3.24,2066
8602,0.7,Ideal,H,SI2,61.8,55.0,5.72,5.77,3.55,2285
824,0.9,Ideal,G,SI2,61.2,57.0,6.21,6.23,3.8,3521
7358,0.9,Very Good,F,SI1,62.6,56.0,6.1,6.13,3.83,4293
2402,0.57,Ideal,G,VS1,61.4,56.0,5.34,5.4,3.3,1894
28443,1.51,Ideal,E,VS2,62.0,57.0,7.33,7.37,4.56,14709
9663,1.11,Premium,H,SI2,62.0,58.0,6.59,6.63,4.1,4078
8514,0.3,Good,G,VVS2,63.1,55.0,4.31,4.33,2.73,878
5542,0.7,Very Good,H,SI1,61.3,57.0,5.67,5.71,3.49,2227
20189,0.51,Ideal,E,VS2,62.1,55.0,5.13,5.16,3.2,1737
12256,0.31,Premium,G,VVS1,61.1,62.0,4.37,4.39,2.68,878
9397,0.6,Ideal,F,VS1,60.9,56.0,5.39,5.43,3.28,2123
4213,1.12,Premium,E,SI2,62.3,56.0,6.71,6.68,4.17,4478
21765,0.72,Ideal,E,SI2,62.1,57.0,5.74,5.71,3.55,2331
6168,1.51,Premium,D,VS2,62.7,58.0,7.24,7.29,4.55,15531
16002,1.01,Premium,D,SI2,62.7,58.0,6.39,6.36,4.0,5042
8136,1.67,Ideal,H,VS2,62.0,57.0,7.6,7.55,4.69,10357
598,0.3,Ideal,F,VVS1,62.0,56.0,4.27,4.3,2.66,742
27778,0.3,Ideal,F,VVS2,62.5,56.0,4.31,4.29,2.68,800
8074,0.58,Ideal,F,VS1,61.9,56.0,5.38,5.32,3.32,1937
1162,0.79,Premium,F,VS2,62.1,58.0,5.92,5.95,3.68,3543
14825,0.91,Very Good,G,SI1,63.2,56.0,6.13,6.2,3.89,3724
22757,0.32,Premium,D,SI1,60.6,58.0,4.42,4.46,2.69,709
6517,0.35,Ideal,E,VS2,61.6,56.0,4.5,4.53,2.78,984
22311,1.21,Premium,H,VS2,60.1,60.0,6.95,6.87,4.16,7539
7744,1.19,Very Good,H,SI2,61.3,63.0,6.91,6.94,4.25,4004
3415,1.25,Ideal,G,SI1,61.5,56.0,6.95,6.99,4.29,6662
19664,0.31,Very Good,G,SI1,63.0,58.0,4.32,4.34,2.73,462
13065,0.32,Very Good,G,VS1,63.1,60.0,4.38,4.35,2.75,828
20010,2.06,Ideal,H,SI2,62.3,57.0,8.19,8.14,5.07,16642
27305,1.2,Ideal,G,VS2,62.7,57.0,6.75,6.79,4.25,8040
22768,1.51,Premium,E,SI1,62.2,59.0,7.27,7.3,4.54,11460
27351,1.7,Ideal,I,SI2,60.8,56.0,7.67,7.72,4.68,9714
7659,0.54,Ideal,E,VS2,61.5,57.0,5.2,5.22,3.2,1657
9735,1.0,Good,F,SI2,64.0,56.0,6.27,6.31,4.02,4252
2148,1.22,Premium,H,VS2,62.4,60.0,6.89,6.83,4.27,7055
8379,0.72,Ideal,E,VS2,62.0,54.0,5.74,5.77,3.57,3237
14417,1.5,Ideal,H,VS1,61.8,55.0,7.3,7.37,4.54,12179
15227,1.51,Ideal,E,SI1,62.7,56.0,7.32,7.26,4.57,11716
19373,0.72,Very Good,E,VS1,63.1,60.0,5.65,5.72,3.59,3184
14759,0.34,Ideal,D,VS2,62.0,55.0,4.5,4.53,2.8,805
13323,1.03,Premium,D,SI1,63.0,59.0,6.41,6.36,4.01,6250
10013,0.77,Premium,H,SI1,61.6,58.0,5.91,5.84,3.62,2226
14101,0.31,Very Good,H,VS1,60.6,61.0,4.4,4.38,2.66,544
12056,0.42,Ideal,E,VS2,62.0,57.0,4.82,4.77,2.97,985
11957,0.3,Ideal,F,VVS2,62.1,55.0,4.32,4.35,2.69,684
5600,1.0,Very Good,E,VS2,63.4,56.0,6.39,6.31,4.03,9177
1901,0.5,Ideal,E,VS2,62.9,57.0,5.08,5.05,3.18,1746
6189,0.41,Ideal,J,VS1,61.9,56.0,4.74,4.78,2.95,718
19639,0.56,Ideal,D,VS2,60.3,59.0,5.26,5.33,3.2,1963
448,1.82,Premium,E,SI1,60.7,60.0,7.89,7.85,4.81,17849
12946,0.64,Ideal,D,VS2,61.4,57.0,5.57,5.53,3.4,2007
17330,0.43,Ideal,D,SI1,61.3,56.0,4.84,4.87,2.98,791
10547,1.0,Very Good,G,SI2,62.5,56.0,6.36,6.39,3.98,5006
13168,0.52,Ideal,D,VS2,62.5,55.0,5.14,5.17,3.22,1781
23359,0.58,Ideal,G,VS1,60.8,55.0,5.43,5.45,3.31,1883
8537,0.72,Ideal,G,VVS2,62.3,55.0,5.75,5.79,3.58,3615
18870,0.4,Ideal,F,VVS1,60.6,56.0,4.79,4.77,2.9,1323
27987,1.0,Good,H,VVS2,63.6,58.0,6.3,6.33,4.02,9138
18298,0.33,Ideal,E,VS2,61.8,56.0,4.45,4.4,2.73,928
7638,0.71,Premium,F,SI1,61.8,56.0,5.74,5.7,3.53,2498
8453,0.32,Ideal,H,SI1,61.2,57.0,4.4,4.42,2.7,606
23306,0.31,Ideal,H,VS1,61.6,54.0,4.37,4.35,2.69,698
21965,0.72,Very Good,G,VS1,62.3,56.0,5.73,5.74,3.57,2686
11823,0.3,Ideal,E,VS1,60.9,57.0,4.39,4.36,2.66,911
26601,0.53,Premium,E,VS2,60.7,58.0,5.22,5.21,3.18,1684
10417,0.5,Premium,G,VS2,62.3,61.0,5.07,5.1,3.17,1546
426,0.32,Premium,J,VS1,61.0,59.0,4.41,4.4,2.69,574
29058,0.7,Ideal,F,VS1,62.9,57.0,5.65,5.67,3.56,2834
4695,2.02,Very Good,I,VS2,62.5,59.0,8.06,7.99,5.02,16422
20205,1.1,Very Good,D,SI1,61.6,58.0,6.64,6.6,4.08,6164
8923,1.03,Very Good,G,SI1,63.5,56.0,6.42,6.39,4.07,4950
24872,1.1,Ideal,F,VS2,61.2,56.0,6.66,6.69,4.08,8977
11910,0.34,Ideal,H,VS1,62.0,54.0,4.45,4.48,2.77,689
8439,1.03,Ideal,G,SI1,60.0,57.0,6.59,6.64,3.98,4538
8376,1.51,Ideal,H,VS2,62.7,57.0,7.25,7.2,4.55,12084
2800,1.21,Ideal,G,VS2,59.6,56.0,7.03,6.94,4.13,9072
22644,0.51,Ideal,D,VS2,61.8,55.0,5.12,5.15,3.18,1793
20892,1.52,Ideal,I,SI2,62.5,55.0,7.31,7.33,4.58,7567
6985,0.3,Premium,D,VS2,61.1,59.0,4.32,4.29,2.63,911
4403,0.5,Ideal,D,VS2,62.3,57.0,5.11,5.06,3.17,1806
13155,1.01,Premium,G,VS1,63.0,58.0,6.31,6.34,3.98,6285
19951,1.11,Premium,G,SI1,62.3,57.0,6.65,6.61,4.13,4961
15067,0.41,Ideal,F,VS1,62.8,55.0,4.74,4.77,2.99,1043
24574,0.36,Ideal,E,VS1,62.9,55.0,4.55,4.49,2.85,1069
20187,1.6,Very Good,I,VS1,62.9,58.0,7.42,7.48,4.68,11209
12798,0.33,Ideal,E,VVS2,62.1,56.0,4.47,4.44,2.77,992
4669,1.2,Premium,F,SI2,61.1,62.0,6.78,6.72,4.13,5226
13317,0.29,Ideal,J,VVS1,60.9,58.0,4.25,4.31,2.6,523
12674,1.3,Ideal,F,SI1,62.6,57.0,7.02,6.96,4.38,8062
10792,1.1,Premium,I,SI1,60.2,61.0,6.68,6.62,4.01,4427
21166,0.31,Very Good,I,VS1,60.0,60.0,4.4,4.43,2.65,435
2087,0.58,Ideal,H,VS1,61.4,57.0,5.38,5.39,3.3,1672
1547,0.53,Ideal,F,SI2,61.1,56.0,5.22,5.26,3.2,1235
8615,0.51,Ideal,G,VS2,61.4,55.0,5.11,5.15,3.15,1662
7344,0.9,Good,G,VS1,64.0,57.0,6.07,6.04,3.86,4114
10816,1.12,Very Good,F,SI2,59.7,57.0,6.66,6.73,4.03,5361
14017,0.51,Ideal,G,SI1,62.5,56.0,5.12,5.05,3.17,1232
22833,0.33,Premium,E,SI1,61.9,59.0,4.41,4.43,2.73,579
28029,1.0,Premium,H,SI2,61.6,59.0,6.42,6.35,3.94,4136
2078,0.78,Very Good,F,VS1,58.8,59.0,6.11,6.04,3.58,3590
10184,0.7,Very Good,G,VS1,63.4,59.0,5.59,5.62,3.55,2756
10321,1.24,Premium,I,VS2,62.0,59.0,6.9,6.83,4.25,4530
23745,1.52,Fair,H,VS1,55.2,62.0,7.72,7.67,4.26,8044
8818,1.2,Ideal,F,SI2,62.0,57.0,6.77,6.74,4.19,5373
9820,0.72,Ideal,G,SI2,61.3,56.0,5.79,5.82,3.56,2375
20560,0.93,Premium,F,SI1,61.3,60.0,6.25,6.22,3.82,3422
24389,0.54,Premium,G,SI1,60.7,59.0,5.28,5.24,3.19,1389
29613,1.01,Ideal,F,SI2,62.7,57.0,6.39,6.35,3.99,4793
10551,0.4,Premium,F,VS2,62.1,58.0,4.75,4.72,2.94,1080
28835,1.21,Ideal,E,VS2,62.3,56.0,6.78,6.74,4.22,7887
18248,0.31,Ideal,I,VS1,62.4,55.0,4.32,4.34,2.7,489
22787,0.55,Ideal,F,VS2,61.6,56.0,5.31,5.29,3.26,1832
10685,0.82,Ideal,D,SI1,61.8,57.0,6.01,6.05,3.73,3220
22400,0.31,Very Good,G,VVS1,61.0,59.0,4.41,4.39,2.68,789
28688,0.35,Ideal,G,VS2,61.4,56.0,4.53,4.55,2.79,596
17358,0.28,Ideal,D,VS1,61.9,54.0,4.2,4.24,2.61,487
16451,0.35,Ideal,F,VS2,62.2,56.0,4.52,4.57,2.83,706
8064,0.51,Ideal,G,SI2,61.9,57.0,5.1,5.13,3.17,904
17641,0.32,Premium,G,VVS2,62.6,58.0,4.34,4.32,2.71,730
13100,0.31,Premium,G,VVS1,61.9,58.0,4.35,4.37,2.7,816
25377,1.06,Fair,I,VS2,64.9,59.0,6.4,6.33,4.13,4065
25416,0.4,Premium,I,IF,61.9,58.0,4.73,4.71,2.92,1050
29884,0.7,Very Good,G,SI1,60.5,62.0,5.74,5.81,3.5,2497
8825,1.01,Very Good,E,VS2,62.7,61.0,6.33,6.41,3.99,6120
18894,0.34,Ideal,D,SI1,62.4,54.0,4.43,4.47,2.78,626
202,0.7,Ideal,F,SI1,61.7,57.0,5.71,5.76,3.54,2444
8252,1.01,Premium,G,SI2,62.9,59.0,6.35,6.39,4.01,4327
2630,1.3,Ideal,H,VS2,62.1,54.0,6.97,7.04,4.35,8167
19666,0.3,Good,I,SI2,63.5,56.0,4.28,4.31,2.73,337
6599,0.31,Premium,H,SI2,61.7,58.0,4.34,4.38,2.69,430
18861,0.3,Ideal,E,VS2,62.1,55.0,4.31,4.33,2.68,844
27397,0.51,Ideal,E,VS2,61.1,56.0,5.18,5.2,3.18,1643
1529,0.32,Premium,G,VS2,61.5,58.0,4.44,4.42,2.72,720
13745,0.7,Ideal,F,VS2,61.9,55.0,5.71,5.75,3.54,2623
20748,1.0,Very Good,D,SI2,59.1,63.0,6.34,6.29,3.74,4317
29953,0.4,Ideal,G,IF,60.7,56.0,4.78,4.81,2.91,1240
25397,1.02,Premium,I,SI2,62.7,58.0,6.43,6.32,4.0,3669
9554,0.78,Ideal,H,VS1,62.6,58.0,5.89,5.94,3.7,3066
10420,0.31,Ideal,G,VVS2,62.3,57.0,4.37,4.4,2.73,677
29748,1.68,Premium,D,SI1,62.4,59.0,7.54,7.51,4.7,12380
14513,1.02,Ideal,I,SI2,61.2,57.0,6.52,6.47,3.98,3792
10156,0.32,Ideal,H,VS1,61.6,57.0,4.35,4.39,2.69,561
3065,0.5,Premium,E,VS2,58.6,61.0,5.16,5.13,3.03,1397
16960,0.91,Ideal,G,SI2,61.4,57.0,6.2,6.25,3.81,3655
12643,1.17,Ideal,H,SI1,61.7,55.0,6.8,6.75,4.18,4914
27483,1.35,Premium,G,VS2,61.1,60.0,7.16,7.05,4.34,7154
7960,0.41,Ideal,D,VS1,61.3,57.0,4.81,4.75,2.93,1230
29529,0.31,Very Good,F,VS2,62.6,55.0,4.33,4.39,2.73,544
5239,0.73,Very Good,F,SI2,63.3,57.0,5.76,5.7,3.62,2351
6613,1.6,Ideal,F,SI2,61.8,57.0,7.51,7.47,4.64,9323
7794,0.32,Very Good,F,IF,62.0,54.0,4.39,4.43,2.73,912
2828,1.01,Premium,F,VS2,60.8,58.0,6.53,6.49,3.95,7272
26695,0.9,Fair,D,VS2,65.7,54.0,5.99,5.96,3.94,4107
4935,0.73,Ideal,G,VS1,62.1,56.0,5.75,5.8,3.58,2950
15590,0.7,Very Good,D,VVS2,61.7,59.0,5.63,5.68,3.49,3881
9248,1.13,Very Good,D,SI1,62.3,60.0,6.66,6.71,4.17,5393
17326,0.54,Premium,G,VVS2,62.0,58.0,5.25,5.2,3.25,1974
6065,2.06,Premium,H,SI2,61.9,59.0,8.19,8.11,5.05,14426
12121,0.32,Ideal,G,VVS2,61.7,56.0,4.42,4.46,2.73,819
29599,0.31,Premium,F,VS2,62.4,59.0,4.35,4.33,2.71,802
25167,0.91,Premium,F,SI1,59.8,60.0,6.32,6.29,3.76,4463
3660,1.04,Premium,H,VS2,62.7,58.0,6.41,6.47,4.04,4838
10093,0.3,Premium,G,SI1,61.5,58.0,4.33,4.29,2.65,574
20137,1.15,Ideal,H,SI1,61.1,59.0,6.78,6.76,4.13,5125
1987,0.4,Very Good,E,VS2,59.7,59.0,4.84,4.87,2.89,1087
16056,0.72,Very Good,F,SI1,62.1,56.0,5.73,5.74,3.56,2670
27849,0.53,Ideal,H,VS1,60.5,56.0,5.26,5.3,3.2,1699
12802,0.32,Ideal,G,VS1,61.9,55.0,4.42,4.46,2.74,828
7588,0.34,Ideal,E,VS1,61.3,57.0,4.48,4.51,2.76,805
1638,0.32,Very Good,E,SI1,62.3,58.0,4.37,4.4,2.73,561
18719,0.25,Ideal,H,VVS1,62.0,55.0,4.09,4.12,2.54,525
20207,2.01,Premium,I,VS2,61.4,58.0,8.08,8.06,4.97,17403
7129,0.55,Ideal,E,SI1,62.0,57.0,5.28,5.25,3.27,1581
19859,1.0,Premium,F,SI2,62.7,58.0,6.37,6.34,3.98,4033
14749,1.0,Premium,H,SI1,62.1,58.0,6.37,6.43,3.98,4932
17346,1.69,Ideal,H,SI1,61.4,58.0,7.67,7.64,4.71,14749
3450,1.01,Fair,H,VVS2,65.5,57.0,6.29,6.23,4.1,4838
26592,1.21,Ideal,H,VVS2,61.3,56.0,6.88,6.91,4.22,9002
2942,0.41,Premium,F,VVS2,60.8,59.0,4.79,4.82,2.92,1088
4766,0.7,Ideal,I,SI1,62.2,56.0,5.69,5.72,3.55,2134
21165,1.23,Premium,G,SI1,61.9,59.0,6.85,6.82,4.24,7326
8523,0.54,Ideal,F,VS2,62.0,56.0,5.22,5.25,3.25,1786
16875,0.51,Ideal,E,SI1,60.9,57.0,5.18,5.2,3.16,1605
18578,0.57,Ideal,E,SI1,61.7,57.0,5.31,5.33,3.29,1781
16122,1.01,Good,E,SI2,63.4,55.0,6.34,6.37,4.02,4260
13965,0.32,Ideal,G,IF,62.2,55.0,4.37,4.42,2.73,891
3394,0.53,Very Good,H,VS1,61.2,55.0,5.18,5.22,3.18,1659
12597,0.7,Very Good,E,VS1,63.4,60.0,5.6,5.63,3.56,2695
25257,0.31,Ideal,D,VS2,62.3,57.0,4.31,4.32,2.69,734
9578,0.41,Premium,D,SI1,60.9,58.0,4.85,4.81,2.94,1015
2804,1.02,Very Good,G,VS2,63.8,59.0,6.33,6.29,4.02,5750
22215,1.52,Very Good,G,VS1,61.9,56.0,7.27,7.38,4.55,14180
17881,1.05,Ideal,H,VS1,61.1,56.0,6.61,6.57,4.02,5598
3896,1.72,Good,H,SI1,59.3,64.0,7.9,7.85,4.66,18115
18306,0.31,Ideal,G,IF,62.4,55.0,4.38,4.41,2.74,871
5852,0.26,Ideal,E,VS2,62.9,55.0,4.02,4.06,2.54,480
21666,0.25,Ideal,E,VVS2,60.8,56.0,4.09,4.12,2.48,498
22474,0.53,Ideal,F,VS2,60.9,55.0,5.26,5.29,3.2,1728
14706,1.2,Very Good,G,SI1,63.3,55.0,6.79,6.76,4.29,6438
2411,1.7,Very Good,I,VS2,63.4,56.0,7.62,7.55,4.84,10083
20354,1.21,Very Good,F,VVS2,63.0,56.0,6.82,6.74,4.27,11286
28748,2.01,Very Good,H,SI2,60.0,60.0,8.13,8.19,4.91,16319
15242,0.46,Very Good,G,VVS2,61.1,56.0,4.99,5.03,3.07,1250
23823,1.2,Ideal,J,VS1,62.6,55.0,6.79,6.75,4.24,4868
2361,1.1,Ideal,H,SI1,60.8,56.0,6.7,6.73,4.09,6451
6902,0.35,Very Good,E,SI1,62.9,59.0,4.46,4.51,2.82,614
12027,0.34,Ideal,G,IF,61.7,57.0,4.5,4.46,2.77,1018
17966,0.31,Ideal,E,VVS2,61.4,56.0,4.35,4.38,2.68,766
13833,0.7,Ideal,G,SI2,61.3,56.0,5.76,5.74,3.52,2029
465,2.01,Very Good,H,SI2,63.5,60.0,7.98,7.93,5.05,15223
12853,2.03,Ideal,I,VS1,60.7,57.0,8.21,8.26,4.99,17019
23159,0.26,Ideal,F,VS2,62.5,57.0,4.1,4.07,2.56,599
23216,0.31,Ideal,H,VVS2,61.6,56.0,4.34,4.36,2.68,625
18843,0.55,Premium,E,VS2,59.4,61.0,5.35,5.32,3.15,1708
3225,2.18,Premium,I,SI2,60.7,58.0,8.38,8.34,5.09,12765
5703,0.9,Premium,E,SI1,60.2,60.0,6.26,6.21,3.75,4142
9467,1.17,Good,G,VS2,63.8,55.0,6.74,6.69,4.28,7632
16973,0.7,Good,F,SI1,63.7,60.0,5.58,5.53,3.53,2125
24402,0.23,Very Good,E,VVS2,62.8,59.0,3.94,3.97,2.48,505
13473,0.72,Ideal,E,SI1,61.8,56.0,5.76,5.8,3.58,2795
16989,0.54,Premium,G,VS1,60.2,58.0,5.27,5.2,3.16,1660
19036,0.5,Good,I,VVS1,63.3,56.0,5.05,5.08,3.21,1669
5847,0.41,Premium,E,VVS2,62.3,59.0,4.75,4.78,2.97,1152
25100,1.01,Good,E,SI2,61.9,61.0,6.39,6.43,3.96,4509
28613,0.31,Very Good,D,SI2,62.0,55.0,4.35,4.36,2.7,594
13431,1.01,Ideal,F,VS2,62.0,56.0,6.44,6.46,3.99,5795
23072,1.01,Premium,H,SI1,62.5,60.0,6.46,6.35,4.0,4513
22153,1.53,Premium,F,VS2,59.9,62.0,7.53,7.46,4.48,14017
1278,2.01,Very Good,G,SI2,60.7,62.0,8.09,8.17,4.93,12810
28065,2.03,Ideal,G,SI1,60.7,55.8,8.12,8.17,4.95,18757
8355,0.92,Premium,H,SI2,62.7,58.0,6.14,6.21,3.87,2897
16755,0.9,Premium,E,SI1,62.0,61.0,6.13,6.05,3.77,3748
27932,0.55,Ideal,G,VVS2,62.3,56.0,5.25,5.22,3.27,2129
10664,0.72,Very Good,I,SI1,61.0,57.0,5.75,5.78,3.51,2288
18152,1.03,Ideal,D,SI1,62.2,56.0,6.45,6.42,4.0,6021
8394,0.39,Very Good,G,SI1,63.5,56.0,4.58,4.64,2.95,748
26071,1.5,Ideal,I,SI1,61.9,55.0,7.33,7.38,4.56,7659
1432,1.52,Ideal,G,VS2,61.8,56.0,7.36,7.39,4.56,13207
15547,1.5,Ideal,G,VS1,61.5,57.0,7.32,7.35,4.5,11516
23924,0.3,Ideal,G,VVS2,61.1,56.0,4.31,4.33,2.64,878
17734,0.51,Good,E,SI1,63.6,58.0,5.08,5.11,3.23,1303
25676,1.02,Very Good,F,SI1,59.6,59.0,6.53,6.5,3.88,5569
6398,0.36,Ideal,E,VS1,62.0,56.0,4.56,4.6,2.84,852
23991,0.3,Ideal,F,SI1,61.9,57.0,4.27,4.3,2.65,609
25956,1.5,Very Good,I,SI1,61.8,60.0,7.27,7.32,4.51,8703
10659,2.01,Premium,H,SI1,61.1,59.0,8.09,8.14,4.96,17204
3306,0.5,Ideal,F,SI1,61.7,57.0,5.17,5.13,3.17,1314
3304,0.9,Fair,I,VS1,65.7,57.0,5.89,5.92,3.86,2631
10803,1.53,Very Good,F,SI1,61.0,60.0,7.41,7.46,4.53,12207
19258,1.09,Ideal,G,SI1,61.3,57.0,6.64,6.61,4.05,5226
8986,0.53,Ideal,E,SI1,61.9,53.0,5.25,5.23,3.24,1579
5719,0.38,Very Good,J,VS1,62.7,58.0,4.59,4.64,2.89,810
23649,0.25,Ideal,F,IF,61.6,54.0,4.08,4.11,2.53,760
25842,0.71,Ideal,G,SI1,61.7,56.0,5.73,5.77,3.55,2298
24960,0.39,Good,F,VS1,58.6,57.0,4.87,4.91,2.81,1048
6714,1.21,Premium,H,SI2,61.2,58.0,6.9,6.84,4.21,4578
4746,1.5,Premium,F,VS2,62.2,59.0,7.29,7.34,4.55,14165
24330,0.91,Good,I,VS2,64.1,59.0,6.05,6.01,3.88,3368
25236,0.38,Ideal,D,VS2,62.0,56.0,4.62,4.64,2.87,1040
24579,0.31,Ideal,G,VVS1,61.4,55.0,4.36,4.33,2.67,1046
720,0.56,Ideal,D,SI1,62.9,56.0,5.27,5.22,3.3,1764
27801,1.15,Premium,H,SI1,61.8,60.0,6.7,6.68,4.14,4939
16941,1.52,Ideal,H,VVS2,62.3,55.6,7.38,7.33,4.58,14220
3027,0.71,Premium,I,SI1,58.3,58.0,5.91,5.84,3.43,2401
17027,0.7,Ideal,H,SI1,63.0,55.0,5.66,5.72,3.58,2369
16840,0.46,Very Good,F,VVS1,63.0,56.0,4.92,4.96,3.1,1362
17502,0.71,Very Good,F,SI1,63.4,56.0,5.65,5.68,3.6,2230
12845,1.11,Ideal,F,VS2,61.2,56.0,6.66,6.7,4.08,7695
5694,1.02,Ideal,D,SI2,62.0,57.0,6.44,6.51,4.0,5628
22404,0.79,Premium,E,SI1,62.4,59.0,5.92,5.85,3.67,3124
8738,0.32,Ideal,G,VVS1,61.6,56.0,4.37,4.4,2.7,842
26687,1.51,Very Good,I,VS1,61.8,60.0,7.25,7.3,4.49,9683
21558,0.41,Ideal,F,VVS2,61.6,56.0,4.76,4.78,2.94,1129
21211,1.16,Premium,D,SI2,59.9,58.0,6.84,6.78,4.09,5645
4947,1.0,Very Good,G,VVS2,63.5,59.0,6.34,6.29,4.02,6732
14857,0.37,Premium,D,SI1,61.3,60.0,4.63,4.59,2.83,876
9949,0.3,Ideal,I,VVS2,61.3,56.0,4.33,4.36,2.66,675
1938,0.23,Very Good,E,VS1,60.5,63.0,3.98,4.0,2.42,375
24045,0.72,Ideal,E,SI1,62.2,56.0,5.75,5.78,3.58,2498
17581,0.4,Premium,D,SI2,62.2,59.0,4.68,4.72,2.92,607
22224,0.42,Ideal,D,SI1,61.4,57.0,4.81,4.87,2.97,990
2198,0.71,Very Good,H,SI1,61.6,58.0,5.73,5.75,3.53,2010
16796,0.7,Good,I,VVS1,59.2,59.0,5.77,5.82,3.42,2459
19939,0.31,Ideal,D,VS2,61.3,56.0,4.35,4.37,2.68,942
